team1_Hero_1_Name,team1_Hero_2_Name,team1_Hero_3_Name,team1_Hero_4_Name,team1_Hero_5_Name,team1_Hero_1_Role,team1_Hero_2_Role,team1_Hero_3_Role,team1_Hero_4_Role,team1_Hero_5_Role,team1_Hero_1_Win_Rate,team1_Hero_2_Win_Rate,team1_Hero_3_Win_Rate,team1_Hero_4_Win_Rate,team1_Hero_5_Win_Rate,team1_Hero_1_Popularity,team1_Hero_2_Popularity,team1_Hero_3_Popularity,team1_Hero_4_Popularity,team1_Hero_5_Popularity,team1_Hero_1_Ban_Rate,team1_Hero_2_Ban_Rate,team1_Hero_3_Ban_Rate,team1_Hero_4_Ban_Rate,team1_Hero_5_Ban_Rate,team1_Hero_1_Scaling_Rating,team1_Hero_2_Scaling_Rating,team1_Hero_3_Scaling_Rating,team1_Hero_4_Scaling_Rating,team1_Hero_5_Scaling_Rating,team1_Hero_1_Cooldown_Rating,team1_Hero_2_Cooldown_Rating,team1_Hero_3_Cooldown_Rating,team1_Hero_4_Cooldown_Rating,team1_Hero_5_Cooldown_Rating,team1_Hero_1_Item_Dependency_Rating,team1_Hero_2_Item_Dependency_Rating,team1_Hero_3_Item_Dependency_Rating,team1_Hero_4_Item_Dependency_Rating,team1_Hero_5_Item_Dependency_Rating,team1_Hero_1_Mobility_Rating,team1_Hero_2_Mobility_Rating,team1_Hero_3_Mobility_Rating,team1_Hero_4_Mobility_Rating,team1_Hero_5_Mobility_Rating,team1_Hero_1_Crowd_Control_Rating,team1_Hero_2_Crowd_Control_Rating,team1_Hero_3_Crowd_Control_Rating,team1_Hero_4_Crowd_Control_Rating,team1_Hero_5_Crowd_Control_Rating,team1_Hero_1_Base_Stats_Growth_Rating,team1_Hero_2_Base_Stats_Growth_Rating,team1_Hero_3_Base_Stats_Growth_Rating,team1_Hero_4_Base_Stats_Growth_Rating,team1_Hero_5_Base_Stats_Growth_Rating,team1_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team1_Hero_1_Ultimate_Impact_Rating_Early_Game,team1_Hero_2_Ultimate_Impact_Rating_Early_Game,team1_Hero_3_Ultimate_Impact_Rating_Early_Game,team1_Hero_4_Ultimate_Impact_Rating_Early_Game,team1_Hero_5_Ultimate_Impact_Rating_Early_Game,team1_Hero_1_Ultimate_Impact_Rating_Late_Game,team1_Hero_2_Ultimate_Impact_Rating_Late_Game,team1_Hero_3_Ultimate_Impact_Rating_Late_Game,team1_Hero_4_Ultimate_Impact_Rating_Late_Game,team1_Hero_5_Ultimate_Impact_Rating_Late_Game,team1_Hero_1_Ultimate_Impact_Rating_Mid_Game,team1_Hero_2_Ultimate_Impact_Rating_Mid_Game,team1_Hero_3_Ultimate_Impact_Rating_Mid_Game,team1_Hero_4_Ultimate_Impact_Rating_Mid_Game,team1_Hero_5_Ultimate_Impact_Rating_Mid_Game,team1_Hero_1_Ultimate_Impact_Rating_Support,team1_Hero_2_Ultimate_Impact_Rating_Support,team1_Hero_3_Ultimate_Impact_Rating_Support,team1_Hero_4_Ultimate_Impact_Rating_Support,team1_Hero_5_Ultimate_Impact_Rating_Support,team1_Hero_1_Strength_Rating,team1_Hero_2_Strength_Rating,team1_Hero_3_Strength_Rating,team1_Hero_4_Strength_Rating,team1_Hero_5_Strength_Rating,team2_Hero_1_Name,team2_Hero_2_Name,team2_Hero_3_Name,team2_Hero_4_Name,team2_Hero_5_Name,team2_Hero_1_Role,team2_Hero_2_Role,team2_Hero_3_Role,team2_Hero_4_Role,team2_Hero_5_Role,team2_Hero_1_Win_Rate,team2_Hero_2_Win_Rate,team2_Hero_3_Win_Rate,team2_Hero_4_Win_Rate,team2_Hero_5_Win_Rate,team2_Hero_1_Popularity,team2_Hero_2_Popularity,team2_Hero_3_Popularity,team2_Hero_4_Popularity,team2_Hero_5_Popularity,team2_Hero_1_Ban_Rate,team2_Hero_2_Ban_Rate,team2_Hero_3_Ban_Rate,team2_Hero_4_Ban_Rate,team2_Hero_5_Ban_Rate,team2_Hero_1_Scaling_Rating,team2_Hero_2_Scaling_Rating,team2_Hero_3_Scaling_Rating,team2_Hero_4_Scaling_Rating,team2_Hero_5_Scaling_Rating,team2_Hero_1_Cooldown_Rating,team2_Hero_2_Cooldown_Rating,team2_Hero_3_Cooldown_Rating,team2_Hero_4_Cooldown_Rating,team2_Hero_5_Cooldown_Rating,team2_Hero_1_Item_Dependency_Rating,team2_Hero_2_Item_Dependency_Rating,team2_Hero_3_Item_Dependency_Rating,team2_Hero_4_Item_Dependency_Rating,team2_Hero_5_Item_Dependency_Rating,team2_Hero_1_Mobility_Rating,team2_Hero_2_Mobility_Rating,team2_Hero_3_Mobility_Rating,team2_Hero_4_Mobility_Rating,team2_Hero_5_Mobility_Rating,team2_Hero_1_Crowd_Control_Rating,team2_Hero_2_Crowd_Control_Rating,team2_Hero_3_Crowd_Control_Rating,team2_Hero_4_Crowd_Control_Rating,team2_Hero_5_Crowd_Control_Rating,team2_Hero_1_Base_Stats_Growth_Rating,team2_Hero_2_Base_Stats_Growth_Rating,team2_Hero_3_Base_Stats_Growth_Rating,team2_Hero_4_Base_Stats_Growth_Rating,team2_Hero_5_Base_Stats_Growth_Rating,team2_Hero_1_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_2_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_3_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_4_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_5_Ultimate_Impact_Rating_All_Game_Phases,team2_Hero_1_Ultimate_Impact_Rating_Early_Game,team2_Hero_2_Ultimate_Impact_Rating_Early_Game,team2_Hero_3_Ultimate_Impact_Rating_Early_Game,team2_Hero_4_Ultimate_Impact_Rating_Early_Game,team2_Hero_5_Ultimate_Impact_Rating_Early_Game,team2_Hero_1_Ultimate_Impact_Rating_Late_Game,team2_Hero_2_Ultimate_Impact_Rating_Late_Game,team2_Hero_3_Ultimate_Impact_Rating_Late_Game,team2_Hero_4_Ultimate_Impact_Rating_Late_Game,team2_Hero_5_Ultimate_Impact_Rating_Late_Game,team2_Hero_1_Ultimate_Impact_Rating_Mid_Game,team2_Hero_2_Ultimate_Impact_Rating_Mid_Game,team2_Hero_3_Ultimate_Impact_Rating_Mid_Game,team2_Hero_4_Ultimate_Impact_Rating_Mid_Game,team2_Hero_5_Ultimate_Impact_Rating_Mid_Game,team2_Hero_1_Ultimate_Impact_Rating_Support,team2_Hero_2_Ultimate_Impact_Rating_Support,team2_Hero_3_Ultimate_Impact_Rating_Support,team2_Hero_4_Ultimate_Impact_Rating_Support,team2_Hero_5_Ultimate_Impact_Rating_Support,team2_Hero_1_Strength_Rating,team2_Hero_2_Strength_Rating,team2_Hero_3_Strength_Rating,team2_Hero_4_Strength_Rating,team2_Hero_5_Strength_Rating,Persentase_Kemenangan_Tim_1,Persentase_Kemenangan_Tim_2,result
Balmond,Tigreal,Cyclops,Irithel,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,4.41,49.45,49.68,49.44,44.83,0.95,1.85,0.64,0.39,0.62,0.77,62.63,0.29,0.13,11.53,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,62.6,54.33,41.74,33.8,Jawhead,Edith,Lunox,Moskov,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,0.47,54.53,49.63,54.22,51.32,0.04,0.48,0.31,2.83,0.63,0.43,0.34,0.38,18.42,41.11,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.58,54.19,41.03,69.41,48.81,48.164008357640824,51.83599164235918,Kalah
Alpha,Akai,Cyclops,Layla,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.69,48.69,49.68,49.48,44.83,0.25,0.49,0.64,2.64,0.62,0.49,0.75,0.29,4.28,11.53,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.76,42.58,54.33,64.67,33.8,Bane,Angela,Kagura,Kimmy,Natalia,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.05,51.58,48.88,47.68,50.86,0.36,0.19,0.34,0.12,0.26,0.22,31.53,0.02,0.09,1.52,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.64,45.53,41.07,48.51,41.01,53.232046141942746,46.76795385805725,Menang
Thamuz,Angela,Gord,Yi Sun-shin,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.75,51.58,50.25,51.78,51.52,0.91,0.19,0.64,0.01,0.78,2.06,31.53,0.34,0.06,2.31,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.23,45.53,54.51,38.64,46.49,Fredrinn,Baxia,Vexana,Miya,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.24,49.12,5.17,49.49,48.15,0.1,0.15,2.85,2.26,0.82,25.54,0.28,39.78,0.21,1.01,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.93,39.26,69.03,60.47,45.75,45.752094589303894,54.247905410696106,Kalah
Masha,Akai,Valir,Brody,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.37,48.69,49.17,49.72,51.52,0.04,0.49,1.08,0.61,0.78,38.63,0.75,7.23,0.47,2.31,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.27,42.58,59.27,44.06,46.49,Jawhead,Floryn,Vale,Beatrix,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,0.47,55.88,52.28,45.54,48.15,0.04,0.57,1.16,0.04,0.82,0.43,4.66,1.83,0.15,1.01,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.58,45.93,60.47,27.08,45.75,55.97263421159775,44.02736578840225,Menang
X.Borg,Lolita,Kadita,Miya,Hayabusa,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.64,58.09,48.71,49.49,46.72,1.07,0.25,0.35,2.26,0.54,0.69,0.81,0.32,0.21,1.11,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.96,53.01,51.14,60.47,32.53,Phoveus,Estes,Xavier,Bruno,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.27,51.01,50.17,48.26,48.15,0.06,0.77,0.52,0.64,0.82,0.18,49.76,0.17,0.23,1.01,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,50.98,53.27,43.9,45.75,52.52988962296161,47.47011037703839,Menang
Hilda,Mathilda,Valir,Melissa,Fanny,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.48,48.94,49.17,52.46,44.83,0.53,0.04,1.08,1.02,0.62,0.14,29.58,7.23,3.38,11.53,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.46,43.04,59.27,49.28,33.8,Terizla,Hylos,Vexana,Yi Sun-shin,Benedetta,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,53.28,56.04,5.17,51.78,52.11,0.09,0.32,2.85,0.01,0.44,1.27,0.26,39.78,0.06,0.63,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.01,43.04,69.03,38.64,43.1,49.14192581542946,50.85807418457055,Kalah
Aulus,Floryn,Gord,Claude,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.75,55.88,50.25,48.15,51.86,0.02,0.57,0.64,1.37,0.96,0.41,4.66,0.34,1.29,24.21,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,49.07,45.93,54.51,41.27,60.58,Freya,Belerick,Cyclops,Irithel,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.14,54.25,49.68,49.44,51.52,0.46,0.81,0.64,0.39,0.78,1.53,4.64,0.29,0.13,2.31,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,47.84,54.33,41.74,46.49,51.323606676635826,48.67639332336418,Menang
Aulus,Akai,Luo Yi,Karrie,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.75,48.69,50.91,45.01,44.86,0.02,0.49,0.75,0.09,0.09,0.41,0.75,2.55,1.07,2.02,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.07,42.58,58.03,37.51,27.56,Phoveus,Minotaur,Odette,Ixia,Hanzo,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.27,52.37,51.39,50.68,49.97,0.06,1.03,1.24,0.56,0.24,0.18,25.15,1.31,1.32,3.49,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,63.53,60.95,43.94,40.74,42.35055295933686,57.64944704066314,Kalah
Phoveus,Johnson,Kagura,Karrie,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.27,49.98,48.88,45.01,44.86,0.06,0.1,0.34,0.09,0.09,0.18,5.11,0.02,1.07,2.02,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.5,41.07,37.51,27.56,Yu Zhong,Gatotkaca,Lylia,Miya,Nolan,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,49.48,54.28,50.26,49.49,45.53,1.12,1.65,0.87,2.26,0.63,1.07,2.93,1.02,0.21,12.12,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.15,66.08,56.88,60.47,36.17,37.223911679320345,62.776088320679655,Kalah
Balmond,Kaja,Kadita,Melissa,Benedetta,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,4.41,47.26,48.71,52.46,52.11,0.95,0.01,0.35,1.02,0.44,0.77,0.14,0.32,3.38,0.63,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.9,47.29,51.14,49.28,43.1,Phoveus,Khufra,Gord,Miya,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.27,49.15,50.25,49.49,44.86,0.06,0.49,0.64,2.26,0.09,0.18,1.16,0.34,0.21,2.02,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,42.76,54.51,60.47,27.56,50.072848482264064,49.92715151773594,Menang
Leomord,Franco,Harith,Beatrix,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.65,46.81,5.55,45.54,50.24,0.12,2.25,1.02,0.04,1.14,0.08,10.32,36.94,0.15,10.99,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.8,50.58,40.56,27.08,50.57,Paquito,Akai,Valir,Brody,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.26,48.69,49.17,49.72,51.52,0.75,0.49,1.08,0.61,0.78,1.22,0.75,7.23,0.47,2.31,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,42.58,59.27,44.06,46.49,50.57790896643236,49.422091033567625,Menang
Aulus,Rafaela,Harith,Yi Sun-shin,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.75,51.71,5.55,51.78,44.86,0.02,0.41,1.02,0.01,0.09,0.41,0.47,36.94,0.06,2.02,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.07,42.66,40.56,38.64,27.56,Badang,Diggie,Valentina,Layla,Harley,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.12,5.13,43.27,49.48,51.86,0.44,0.03,0.31,2.64,0.96,0.19,38.05,0.52,4.28,24.21,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,52.45,28.64,49.13,64.67,60.58,39.540194437101654,60.45980556289834,Kalah
Phoveus,Baxia,Yve,Wanwan,Ling,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.27,49.12,48.69,42.49,51.52,0.06,0.15,0.07,0.17,0.78,0.18,0.28,0.01,0.42,2.31,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,39.26,48.31,27.49,46.49,Silvanna,Faramis,Cyclops,Melissa,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,52.01,50.19,49.68,52.46,44.86,0.69,0.22,0.64,1.02,0.09,0.37,1.41,0.29,3.38,2.02,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.54,52.4,54.33,49.28,27.56,44.707112040208166,55.292887959791834,Kalah
Alucard,Faramis,Aurora,Hanabi,Natalia,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.42,50.19,4.93,49.07,50.86,0.09,0.22,0.62,0.25,0.26,0.09,1.41,8.49,4.08,1.52,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.33,52.4,41.53,40.63,41.01,Leomord,Estes,Vale,Beatrix,Lancelot,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.65,51.01,52.28,45.54,44.33,0.12,0.77,1.16,0.04,1.02,0.08,49.76,1.83,0.15,1.91,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.8,50.98,60.47,27.08,36.69,50.163355014998956,49.836644985001044,Menang
Phoveus,Barats,Pharsa,Wanwan,Joy,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.27,54.96,48.43,42.49,44.86,0.06,0.78,0.55,0.17,0.09,0.18,30.58,0.03,0.42,2.02,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,62.35,53.03,27.49,27.56,X.Borg,Mathilda,Lylia,Bruno,Selena,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,50.64,48.94,50.26,48.26,47.08,1.07,0.04,0.87,0.64,0.82,0.69,29.58,1.02,0.23,2.28,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.96,43.04,56.88,43.9,45.55,44.51847752043597,55.48152247956403,Kalah
Martis,Baxia,Kadita,Natan,Saber,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,48.25,49.12,48.71,52.46,50.24,1.34,0.15,0.35,0.95,1.14,14.48,0.28,0.32,4.03,10.99,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.32,39.26,51.14,50.64,50.57,Paquito,Faramis,Lunox,Melissa,Helcurt,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,46.26,50.19,49.63,52.46,51.32,0.75,0.22,0.31,1.02,0.63,1.22,1.41,0.38,3.38,41.11,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.5,52.4,41.03,49.28,48.81,56.65805772959563,43.34194227040436,Menang
Arlott,Faramis,Lylia,Beatrix,Karina,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,47.84,50.19,50.26,45.54,48.15,0.51,0.22,0.87,0.04,0.82,0.19,1.41,1.02,0.15,1.01,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.47,52.4,56.88,27.08,45.75,Alucard,Franco,Novaria,Hanabi,Gusion,Exp Lane,Roam,Mid Laner,Gold Laner,Jungler,51.42,46.81,49.92,49.07,46.59,0.09,2.25,0.89,0.25,0.67,0.09,10.32,3.18,4.08,0.78,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.33,50.58,59.19,40.63,33.76,48.748378869882124,51.251621130117876,Kalah
